ts_iso,iteration,t_sign_ms,t_authorize_ms,decision,reason
2026-02-07T20:27:54Z,121,0.065,3.018,allow,authorized
2026-02-07T20:27:54Z,122,0.241,3.318,allow,authorized
2026-02-07T20:27:54Z,123,0.122,35.414,allow,authorized
2026-02-07T20:27:54Z,124,0.073,3.033,allow,authorized
2026-02-07T20:27:54Z,125,0.068,3.314,allow,authorized
2026-02-07T20:27:54Z,126,0.069,3.168,allow,authorized
2026-02-07T20:27:54Z,127,0.068,3.088,allow,authorized
2026-02-07T20:27:54Z,128,0.067,4.377,allow,authorized
2026-02-07T20:27:54Z,129,0.066,4.446,allow,authorized
2026-02-07T20:27:54Z,130,0.066,4.876,allow,authorized
2026-02-07T20:27:54Z,131,0.090,4.509,allow,authorized
2026-02-07T20:27:54Z,132,0.139,3.945,allow,authorized
2026-02-07T20:27:54Z,133,0.087,3.095,allow,authorized
2026-02-07T20:27:54Z,134,0.088,3.770,allow,authorized
2026-02-07T20:27:54Z,135,0.065,2.942,allow,authorized
2026-02-07T20:27:54Z,136,0.067,3.008,allow,authorized
2026-02-07T20:27:54Z,137,0.067,3.264,allow,authorized
2026-02-07T20:27:54Z,138,0.068,3.079,allow,authorized
2026-02-07T20:27:54Z,139,0.075,3.436,allow,authorized
2026-02-07T20:27:54Z,140,0.089,3.727,allow,authorized
2026-02-07T20:27:54Z,141,0.073,3.499,allow,authorized
2026-02-07T20:27:54Z,142,0.068,4.840,allow,authorized
2026-02-07T20:27:54Z,143,0.064,28.294,allow,authorized
2026-02-07T20:27:54Z,144,0.066,2.974,allow,authorized
2026-02-07T20:27:54Z,145,0.064,3.341,allow,authorized
2026-02-07T20:27:54Z,146,0.064,3.165,allow,authorized
2026-02-07T20:27:54Z,147,0.068,3.397,allow,authorized
2026-02-07T20:27:54Z,148,0.065,3.443,allow,authorized
2026-02-07T20:27:54Z,149,0.067,2.887,allow,authorized
2026-02-07T20:27:54Z,150,0.072,3.490,allow,authorized
2026-02-07T20:27:54Z,151,0.064,3.314,allow,authorized
2026-02-07T20:27:54Z,152,0.092,3.386,allow,authorized
2026-02-07T20:27:54Z,153,0.093,2.701,allow,authorized
2026-02-07T20:27:54Z,154,0.124,3.441,allow,authorized
2026-02-07T20:27:54Z,155,0.085,4.967,allow,authorized
2026-02-07T20:27:54Z,156,0.066,3.306,allow,authorized
2026-02-07T20:27:54Z,157,0.064,3.006,allow,authorized
2026-02-07T20:27:54Z,158,0.065,3.534,allow,authorized
2026-02-07T20:27:54Z,159,0.070,3.287,allow,authorized
2026-02-07T20:27:54Z,160,0.106,2.750,allow,authorized
2026-02-07T20:27:54Z,161,0.065,3.877,allow,authorized
2026-02-07T20:27:54Z,162,0.067,3.119,allow,authorized
2026-02-07T20:27:54Z,163,0.066,3.571,allow,authorized
2026-02-07T20:27:54Z,164,0.068,3.166,allow,authorized
2026-02-07T20:27:54Z,165,0.063,2.988,allow,authorized
2026-02-07T20:27:54Z,166,0.064,2.944,allow,authorized
2026-02-07T20:27:54Z,167,0.065,2.961,allow,authorized
2026-02-07T20:27:54Z,168,0.065,18.123,allow,authorized
2026-02-07T20:27:54Z,169,0.067,2.809,allow,authorized
2026-02-07T20:27:54Z,170,0.062,2.682,allow,authorized
2026-02-07T20:27:54Z,171,0.112,2.737,allow,authorized
2026-02-07T20:27:54Z,172,0.065,3.054,allow,authorized
2026-02-07T20:27:54Z,173,0.062,2.874,allow,authorized
2026-02-07T20:27:54Z,174,0.094,7.464,allow,authorized
2026-02-07T20:27:54Z,175,0.064,2.983,allow,authorized
2026-02-07T20:27:54Z,176,0.066,17.742,allow,authorized
2026-02-07T20:27:54Z,177,0.072,5.848,allow,authorized
2026-02-07T20:27:54Z,178,0.074,50.185,allow,authorized
2026-02-07T20:27:54Z,179,0.082,3.071,allow,authorized
2026-02-07T20:27:54Z,180,0.064,3.010,allow,authorized
2026-02-07T20:27:54Z,181,0.068,3.076,allow,authorized
2026-02-07T20:27:54Z,182,0.070,3.686,allow,authorized
2026-02-07T20:27:54Z,183,0.111,3.808,allow,authorized
2026-02-07T20:27:54Z,184,0.065,4.027,allow,authorized
2026-02-07T20:27:54Z,185,0.302,3.044,allow,authorized
2026-02-07T20:27:54Z,186,0.067,3.037,allow,authorized
2026-02-07T20:27:54Z,187,0.065,3.170,allow,authorized
2026-02-07T20:27:54Z,188,0.096,3.505,allow,authorized
2026-02-07T20:27:54Z,189,0.171,3.363,allow,authorized
2026-02-07T20:27:54Z,190,0.073,5.227,allow,authorized
2026-02-07T20:27:54Z,191,0.068,3.202,allow,authorized
2026-02-07T20:27:54Z,192,0.065,3.142,allow,authorized
2026-02-07T20:27:54Z,193,0.067,3.012,allow,authorized
2026-02-07T20:27:54Z,194,0.062,3.061,allow,authorized
2026-02-07T20:27:54Z,195,0.068,2.791,allow,authorized
2026-02-07T20:27:54Z,196,0.065,3.506,allow,authorized
2026-02-07T20:27:54Z,197,0.106,3.694,allow,authorized
2026-02-07T20:27:54Z,198,0.070,3.253,allow,authorized
2026-02-07T20:27:54Z,199,0.067,3.182,allow,authorized
2026-02-07T20:27:54Z,200,0.063,3.360,allow,authorized
