ts_iso,iteration,t_sign_ms,t_authorize_ms,decision,reason
2026-02-07T20:28:52Z,153,0.061,2.683,allow,authorized
2026-02-07T20:28:52Z,154,0.062,2.546,allow,authorized
2026-02-07T20:28:52Z,155,0.061,2.735,allow,authorized
2026-02-07T20:28:52Z,156,0.062,2.896,allow,authorized
2026-02-07T20:28:52Z,157,0.082,2.683,allow,authorized
2026-02-07T20:28:52Z,158,0.065,3.055,allow,authorized
2026-02-07T20:28:52Z,159,0.091,2.681,allow,authorized
2026-02-07T20:28:52Z,160,0.063,2.753,allow,authorized
2026-02-07T20:28:52Z,161,0.062,2.614,allow,authorized
2026-02-07T20:28:52Z,162,0.068,2.902,allow,authorized
2026-02-07T20:28:52Z,163,0.066,2.870,allow,authorized
2026-02-07T20:28:52Z,164,0.067,2.568,allow,authorized
2026-02-07T20:28:52Z,165,0.067,2.524,allow,authorized
2026-02-07T20:28:52Z,166,0.060,2.329,allow,authorized
2026-02-07T20:28:52Z,167,0.065,2.778,allow,authorized
2026-02-07T20:28:52Z,168,0.062,2.463,allow,authorized
2026-02-07T20:28:52Z,169,0.092,20.178,allow,authorized
2026-02-07T20:28:52Z,170,0.063,2.421,allow,authorized
2026-02-07T20:28:52Z,171,0.058,2.598,allow,authorized
2026-02-07T20:28:52Z,172,0.062,2.582,allow,authorized
2026-02-07T20:28:52Z,173,0.065,3.169,allow,authorized
2026-02-07T20:28:52Z,174,0.063,2.767,allow,authorized
2026-02-07T20:28:52Z,175,0.065,3.374,allow,authorized
2026-02-07T20:28:52Z,176,0.066,2.953,allow,authorized
2026-02-07T20:28:52Z,177,0.070,2.721,allow,authorized
2026-02-07T20:28:52Z,178,0.060,3.024,allow,authorized
2026-02-07T20:28:52Z,179,0.082,2.716,allow,authorized
2026-02-07T20:28:52Z,180,0.068,2.824,allow,authorized
2026-02-07T20:28:52Z,181,0.067,2.768,allow,authorized
2026-02-07T20:28:52Z,182,0.061,2.726,allow,authorized
2026-02-07T20:28:52Z,183,0.061,2.825,allow,authorized
2026-02-07T20:28:52Z,184,0.061,2.435,allow,authorized
2026-02-07T20:28:52Z,185,0.058,2.738,allow,authorized
2026-02-07T20:28:52Z,186,0.066,2.705,allow,authorized
2026-02-07T20:28:52Z,187,0.069,2.720,allow,authorized
2026-02-07T20:28:52Z,188,0.061,2.578,allow,authorized
2026-02-07T20:28:52Z,189,0.063,2.843,allow,authorized
2026-02-07T20:28:52Z,190,0.065,2.924,allow,authorized
2026-02-07T20:28:52Z,191,0.060,2.482,allow,authorized
2026-02-07T20:28:52Z,192,0.062,2.574,allow,authorized
2026-02-07T20:28:52Z,193,0.060,2.678,allow,authorized
2026-02-07T20:28:52Z,194,0.072,2.966,allow,authorized
2026-02-07T20:28:52Z,195,0.063,2.495,allow,authorized
2026-02-07T20:28:52Z,196,0.063,2.619,allow,authorized
2026-02-07T20:28:52Z,197,0.060,22.688,allow,authorized
2026-02-07T20:28:52Z,198,0.067,2.784,allow,authorized
2026-02-07T20:28:52Z,199,0.069,2.580,allow,authorized
2026-02-07T20:28:52Z,200,0.061,2.600,allow,authorized
